path,path_kind,type,risk,size_bytes,size_human,file_count,recent_modified_utc,days_since_modified,reachable,reachable_from,reference_count,last_reference_trace,git_tracked,git_last_commit_date,git_last_commit,protected_reason,decision_reason
engine/live/real_dashboard_holding_days_patch.py,file,LIVE_PIPELINE_DEPENDENCY,KEEP,31813,31.07KiB,1,2026-07-09T16:51:50.251814+00:00,0.877,True,api_server_candidate_only.py,1,api_server_candidate_only.py,True,2026-07-09T16:55:24+00:00,cbc3e77,,reachable through recursive project imports/references
engine/live/real_dashboard_live_chart_patch.py,file,LIVE_PIPELINE_DEPENDENCY,KEEP,10087,9.85KiB,1,2026-07-08T17:35:55.006760+00:00,1.846,True,api_server_candidate_only.py,1,api_server_candidate_only.py,True,2026-07-08T17:36:18+00:00,418cedb,,reachable through recursive project imports/references
engine/live/real_dashboard_readability_patch.py,file,LIVE_PIPELINE_DEPENDENCY,KEEP,4990,4.87KiB,1,2026-07-08T14:46:44.157935+00:00,1.964,True,api_server_candidate_only.py,1,api_server_candidate_only.py,True,2026-07-08T14:47:17+00:00,b4c9f27,,reachable through recursive project imports/references
engine/live/real_dashboard_realtime_metrics_patch.py,file,LIVE_PIPELINE_DEPENDENCY,KEEP,12390,12.10KiB,1,2026-07-08T17:27:53.501623+00:00,1.852,True,api_server_candidate_only.py,1,api_server_candidate_only.py,True,2026-07-08T17:28:22+00:00,a8d051f,,reachable through recursive project imports/references
engine/live/regular_hours_gate.py,file,LIVE_PIPELINE_DEPENDENCY,KEEP,1732,1.69KiB,1,2026-07-02T11:55:38.595888+00:00,8.083,True,data/_system/ops/live_candidate_slots.py;engine/live/chart_exit_plan.py;engine/live/elite_exit_policy_lab.py;engine/live/elite_shadow_exit_omen.py;engine/live/elite_shadow_peak_exit_v4.py;engine/live/elite_shadow_trader.py,6,data/_system/ops/live_candidate_slots.py;engine/live/chart_exit_plan.py;engine/live/elite_exit_policy_lab.py;engine/live/elite_shadow_exit_omen.py;engine/live/elite_shadow_peak_exit_v4.py;engine/live/elite_shadow_trader.py,True,2026-07-02T11:58:48+00:00,02c4cf1,,reachable through recursive project imports/references
engine/live/runner.py,file,LIVE_PIPELINE_DEPENDENCY,KEEP,58035,56.67KiB,1,2026-07-02T13:37:50.206913+00:00,8.012,True,scripts/run_live.py,1,scripts/run_live.py,True,2026-07-02T13:39:47+00:00,f349f0e,,reachable through recursive project imports/references
engine/live/s2_auto_config.py,file,LIVE_PIPELINE_DEPENDENCY,KEEP,7477,7.30KiB,1,2026-07-08T06:16:36.704729+00:00,2.318,True,engine/live/s2_auto_dashboard_api.py,1,engine/live/s2_auto_dashboard_api.py,True,2026-07-08T06:21:18+00:00,75faf9a,,reachable through recursive project imports/references
engine/live/s2_auto_dashboard_api.py,file,LIVE_PIPELINE_DEPENDENCY,KEEP,23529,22.98KiB,1,2026-07-08T07:08:32.104149+00:00,2.282,True,api_server_aftermarket.py,1,api_server_aftermarket.py,True,2026-07-08T07:10:01+00:00,c1431d8,,reachable through recursive project imports/references
engine/live/safety/__init__.py,file,LIVE_PIPELINE_DEPENDENCY,KEEP,0,0.00B,1,2026-05-25T14:02:17.782257+00:00,45.995,True,engine/live/daily_report.py;engine/live/safety/layer.py;engine/live/telegram/bot.py;engine/live/telegram/dashboard.py,4,engine/live/daily_report.py;engine/live/safety/layer.py;engine/live/telegram/bot.py;engine/live/telegram/dashboard.py,True,2026-05-25T14:05:35+00:00,ff140b3,,reachable through recursive project imports/references
engine/live/safety/layer.py,file,LIVE_PIPELINE_DEPENDENCY,KEEP,24313,23.74KiB,1,2026-06-26T13:44:42.287901+00:00,14.007,True,engine/live/runner.py;engine/live/telegram/bot.py;scripts/run_live.py,3,engine/live/runner.py;engine/live/telegram/bot.py;scripts/run_live.py,True,2026-06-26T13:45:42+00:00,132007e,,reachable through recursive project imports/references
engine/live/safety/state.py,file,LIVE_PIPELINE_DEPENDENCY,KEEP,4671,4.56KiB,1,2026-06-05T21:24:32.511478+00:00,34.687,True,engine/live/daily_report.py;engine/live/safety/layer.py;engine/live/telegram/bot.py;engine/live/telegram/dashboard.py,4,engine/live/daily_report.py;engine/live/safety/layer.py;engine/live/telegram/bot.py;engine/live/telegram/dashboard.py,True,2026-06-05T21:24:38+00:00,fac5fa4,,reachable through recursive project imports/references
engine/live/scheduled_open_buy_queue.py,file,LIVE_PIPELINE_DEPENDENCY,KEEP,42338,41.35KiB,1,2026-06-29T14:25:09.308724+00:00,10.979,True,scripts/run_live.py,1,scripts/run_live.py,True,2026-06-29T14:25:53+00:00,63de23d,,reachable through recursive project imports/references
engine/live/scheduler.py,file,LIVE_PIPELINE_DEPENDENCY,KEEP,7918,7.73KiB,1,2026-06-05T20:45:52.903658+00:00,34.714,True,scripts/run_live.py,1,scripts/run_live.py,True,2026-06-05T20:54:32+00:00,cc4d134,,reachable through recursive project imports/references
engine/live/telegram/__init__.py,file,LIVE_PIPELINE_DEPENDENCY,KEEP,0,0.00B,1,2026-05-25T07:08:35.513707+00:00,46.282,True,,0,none in active import/literal graph,True,2026-05-25T07:16:59+00:00,fef4c39,,reachable through recursive project imports/references
engine/live/telegram/bot.py,file,LIVE_PIPELINE_DEPENDENCY,KEEP,29860,29.16KiB,1,2026-06-09T14:56:15.879519+00:00,30.957,True,engine/live/telegram/locked_bot.py,1,engine/live/telegram/locked_bot.py,True,2026-06-09T14:56:45+00:00,647c401,,reachable through recursive project imports/references
engine/live/telegram/dashboard.py,file,LIVE_PIPELINE_DEPENDENCY,KEEP,15108,14.75KiB,1,2026-06-09T16:39:01.272716+00:00,30.886,True,scripts/run_live.py,1,scripts/run_live.py,True,2026-06-09T16:39:16+00:00,e4be7b5,,reachable through recursive project imports/references
engine/live/telegram/locked_bot.py,file,LIVE_PIPELINE_DEPENDENCY,KEEP,12114,11.83KiB,1,2026-06-22T11:16:57.577390+00:00,18.109,True,scripts/run_live.py,1,scripts/run_live.py,True,2026-06-22T11:17:58+00:00,6aba230,,reachable through recursive project imports/references
engine/live/telegram/notifier.py,file,LIVE_PIPELINE_DEPENDENCY,KEEP,37299,36.42KiB,1,2026-06-09T09:40:19.690345+00:00,31.177,True,engine/live/runner.py;engine/live/telegram/bot.py;engine/live/telegram/dashboard.py;scripts/research/run_stage23_batch.py;scripts/run_live.py,5,engine/live/runner.py;engine/live/telegram/bot.py;engine/live/telegram/dashboard.py;scripts/research/run_stage23_batch.py;scripts/run_live.py,True,2026-06-09T09:40:51+00:00,f23234a,,reachable through recursive project imports/references
engine/live/trading_day.py,file,LIVE_PIPELINE_DEPENDENCY,KEEP,2739,2.67KiB,1,2026-06-27T19:45:19.072551+00:00,12.756,True,engine/live/scheduled_open_buy_queue.py,1,engine/live/scheduled_open_buy_queue.py,True,2026-06-27T19:48:36+00:00,8b0c9cb,,reachable through recursive project imports/references
engine/live/universe.py,file,LIVE_PIPELINE_DEPENDENCY,KEEP,11094,10.83KiB,1,2026-06-27T19:41:10.747995+00:00,12.759,True,engine/live/runner.py;scripts/run_live.py,2,engine/live/runner.py;scripts/run_live.py,True,2026-06-27T19:43:41+00:00,d2ac64c,,reachable through recursive project imports/references
engine/live/us_market_calendar.py,file,LIVE_PIPELINE_DEPENDENCY,KEEP,13326,13.01KiB,1,2026-06-04T22:00:30.014669+00:00,35.663,True,engine/live/market_clock.py,1,engine/live/market_clock.py,True,2026-06-04T22:10:55+00:00,6a76882,,reachable through recursive project imports/references
engine/market/__init__.py,file,LIVE_PIPELINE_DEPENDENCY,KEEP,0,0.00B,1,2026-05-24T23:56:10.049620+00:00,46.582,True,,0,none in active import/literal graph,True,2026-05-25T00:16:04+00:00,57c3e0e,,reachable through recursive project imports/references
engine/market/colab_v32.py,file,LIVE_PIPELINE_DEPENDENCY,KEEP,19802,19.34KiB,1,2026-05-26T16:15:14.511709+00:00,44.902,True,engine/market/context.py,1,engine/market/context.py,True,2026-05-27T06:00:27+00:00,f304f9c,,reachable through recursive project imports/references
engine/market/context.py,file,LIVE_PIPELINE_DEPENDENCY,KEEP,30802,30.08KiB,1,2026-06-12T17:19:14.364363+00:00,27.858,True,data/_system/ops/live_candidate_slots.py;engine/core/feature_lag.py;engine/learning/learner.py;engine/live/central_control.py;engine/live/daily_report.py;engine/live/elite_shadow_trader.py;engine/live/elite_signal_history.py;engine/live/elite_strategy_sim.py,15,data/_system/ops/live_candidate_slots.py;engine/core/feature_lag.py;engine/learning/learner.py;engine/live/central_control.py;engine/live/daily_report.py;engine/live/elite_shadow_trader.py;engine/live/elite_signal_history.py;engine/live/elite_strategy_sim.py,True,2026-06-12T17:23:37+00:00,e68f567,,reachable through recursive project imports/references
engine/market/ticker_sentiment.py,file,LIVE_PIPELINE_DEPENDENCY,KEEP,9053,8.84KiB,1,2026-05-30T06:41:21.465490+00:00,41.301,True,engine/learning/learner.py;engine/live/elite_shadow_trader.py;engine/pipeline/context.py;engine/strategies/learned_rulebook.py;engine/strategies/news_features.py,5,engine/learning/learner.py;engine/live/elite_shadow_trader.py;engine/pipeline/context.py;engine/strategies/learned_rulebook.py;engine/strategies/news_features.py,True,2026-05-30T10:12:47+00:00,caeb6d7,,reachable through recursive project imports/references
engine/pipeline/context.py,file,LIVE_PIPELINE_DEPENDENCY,KEEP,11719,11.44KiB,1,2026-06-08T22:43:39.315392+00:00,31.633,True,scripts/research/run_stage2.py;scripts/research/run_stage3_aggressive.py.bak.before_qualify_eval_early_stop_20260706_001,2,scripts/research/run_stage2.py;scripts/research/run_stage3_aggressive.py.bak.before_qualify_eval_early_stop_20260706_001,True,2026-06-08T22:44:25+00:00,b440a3e,,reachable through recursive project imports/references
engine/pipeline/exit_gene.py,file,LIVE_PIPELINE_DEPENDENCY,KEEP,9023,8.81KiB,1,2026-06-16T06:04:07.655016+00:00,24.327,True,scripts/research/run_stage3_aggressive.py.bak.before_qualify_eval_early_stop_20260706_001,1,scripts/research/run_stage3_aggressive.py.bak.before_qualify_eval_early_stop_20260706_001,True,2026-06-14T02:37:27+00:00,f7a7c7c,,reachable through recursive project imports/references
engine/pipeline/scoring.py,file,LIVE_PIPELINE_DEPENDENCY,KEEP,13633,13.31KiB,1,2026-06-08T21:36:59.353169+00:00,31.679,True,engine/pipeline/topn_survivor.py,1,engine/pipeline/topn_survivor.py,True,2026-06-08T21:38:02+00:00,7a1d43f,,reachable through recursive project imports/references
engine/pipeline/stage2_gate.py,file,LIVE_PIPELINE_DEPENDENCY,KEEP,6387,6.24KiB,1,2026-06-13T02:59:29.060040+00:00,27.455,True,scripts/research/run_stage2.py,1,scripts/research/run_stage2.py,True,2026-06-13T22:09:11+00:00,8914eac,,reachable through recursive project imports/references
engine/pipeline/stage3_gate.py,file,LIVE_PIPELINE_DEPENDENCY,KEEP,11878,11.60KiB,1,2026-06-16T01:52:18.262081+00:00,24.502,True,scripts/research/run_stage3_aggressive.py.bak.before_qualify_eval_early_stop_20260706_001,1,scripts/research/run_stage3_aggressive.py.bak.before_qualify_eval_early_stop_20260706_001,True,2026-06-15T01:21:20+00:00,2681741,,reachable through recursive project imports/references
engine/pipeline/topn_survivor.py,file,PROTECTED_RULE_POOL_ARTIFACT,KEEP,17510,17.10KiB,1,2026-06-08T21:17:34.794265+00:00,31.692,True,scripts/research/run_stage2.py;scripts/research/run_stage3_aggressive.py.bak.before_qualify_eval_early_stop_20260706_001,2,scripts/research/run_stage2.py;scripts/research/run_stage3_aggressive.py.bak.before_qualify_eval_early_stop_20260706_001,True,2026-06-08T21:18:38+00:00,518bd06,absolute preservation: original/derived rule-pool artifact,rulebook/survivor/catalog/index artifact; deletion candidate exclusion
engine/portfolio/pit_executable_rulebook_probe.py,file,PROTECTED_RULE_POOL_ARTIFACT,KEEP,19821,19.36KiB,1,2026-06-09T21:03:50.516752+00:00,30.702,False,,0,none in active import/literal graph,True,2026-06-09T21:05:08+00:00,044bf27,absolute preservation: original/derived rule-pool artifact,rulebook/survivor/catalog/index artifact; deletion candidate exclusion
engine/storage/__init__.py,file,LIVE_PIPELINE_DEPENDENCY,KEEP,0,0.00B,1,2026-05-25T00:33:52.750488+00:00,46.556,True,engine/ai/training.py,1,engine/ai/training.py,True,2026-05-25T00:49:14+00:00,b2c8384,,reachable through recursive project imports/references
engine/storage/repository.py,file,LIVE_PIPELINE_DEPENDENCY,KEEP,11107,10.85KiB,1,2026-05-25T01:31:11.237882+00:00,46.516,True,engine/ai/training.py,1,engine/ai/training.py,True,2026-05-25T02:49:11+00:00,c8b1386,,reachable through recursive project imports/references
engine/strategies/__init__.py,file,LIVE_PIPELINE_DEPENDENCY,KEEP,0,0.00B,1,2026-05-24T23:56:10.052620+00:00,46.582,True,,0,none in active import/literal graph,True,2026-05-25T00:16:04+00:00,57c3e0e,,reachable through recursive project imports/references
engine/strategies/demo_rulebook.py,file,PROTECTED_RULE_POOL_ARTIFACT,KEEP,5614,5.48KiB,1,2026-05-26T11:56:12.851918+00:00,45.082,True,engine/live/central_control.py;engine/live/runner.py;engine/live/scheduled_open_buy_queue.py;engine/strategies/learned_rulebook.py;scripts/run_live.py,5,engine/live/central_control.py;engine/live/runner.py;engine/live/scheduled_open_buy_queue.py;engine/strategies/learned_rulebook.py;scripts/run_live.py,True,2026-05-26T12:00:28+00:00,f1b3531,absolute preservation: original/derived rule-pool artifact,rulebook/survivor/catalog/index artifact; deletion candidate exclusion
engine/strategies/evaluator.py,file,LIVE_PIPELINE_DEPENDENCY,KEEP,14002,13.67KiB,1,2026-06-06T20:38:58.237852+00:00,33.719,True,engine/central/signal_collector.py;engine/learning/backtest.py;engine/learning/execution_mode_backtest.py;engine/live/central_control.py;engine/live/elite_shadow_trader.py;engine/live/elite_signal_history.py;engine/live/scheduled_open_buy_queue.py;engine/strategies/learned_rulebook.py,8,engine/central/signal_collector.py;engine/learning/backtest.py;engine/learning/execution_mode_backtest.py;engine/live/central_control.py;engine/live/elite_shadow_trader.py;engine/live/elite_signal_history.py;engine/live/scheduled_open_buy_queue.py;engine/strategies/learned_rulebook.py,True,2026-06-06T20:40:57+00:00,32a5954,,reachable through recursive project imports/references
engine/strategies/exit_simulator.py,file,LIVE_PIPELINE_DEPENDENCY,KEEP,17975,17.55KiB,1,2026-06-14T21:27:13.625268+00:00,25.686,True,engine/learning/backtest.py;engine/learning/execution_mode_backtest.py,2,engine/learning/backtest.py;engine/learning/execution_mode_backtest.py,True,2026-06-14T21:30:16+00:00,9e01d6c,,reachable through recursive project imports/references
engine/strategies/learned_rulebook.py,file,PROTECTED_RULE_POOL_ARTIFACT,KEEP,14558,14.22KiB,1,2026-06-09T15:40:12.703038+00:00,30.927,True,scripts/run_live.py,1,scripts/run_live.py,True,2026-06-09T15:42:00+00:00,d4fd29c,absolute preservation: original/derived rule-pool artifact,rulebook/survivor/catalog/index artifact; deletion candidate exclusion
engine/strategies/news_features.py,file,LIVE_PIPELINE_DEPENDENCY,KEEP,4246,4.15KiB,1,2026-05-30T08:15:50.748631+00:00,41.235,True,engine/learning/backtest.py;engine/live/elite_shadow_trader.py;engine/strategies/learned_rulebook.py,3,engine/learning/backtest.py;engine/live/elite_shadow_trader.py;engine/strategies/learned_rulebook.py,True,2026-05-30T10:12:47+00:00,caeb6d7,,reachable through recursive project imports/references
engine/strategies/rulebook.py,file,PROTECTED_RULE_POOL_ARTIFACT,KEEP,9979,9.75KiB,1,2026-06-14T21:26:08.475385+00:00,25.686,True,engine/central/backtester.py;engine/central/signal_collector.py;engine/learning/backtest.py;engine/learning/execution_mode_backtest.py;engine/learning/genetic.py;engine/learning/learner.py;engine/learning/stock_grade.py;engine/live/buy_reconciliation.py,23,engine/central/backtester.py;engine/central/signal_collector.py;engine/learning/backtest.py;engine/learning/execution_mode_backtest.py;engine/learning/genetic.py;engine/learning/learner.py;engine/learning/stock_grade.py;engine/live/buy_reconciliation.py,True,2026-06-14T21:30:16+00:00,9e01d6c,absolute preservation: original/derived rule-pool artifact,rulebook/survivor/catalog/index artifact; deletion candidate exclusion
exp_add_buy_disable_smoke_20260615/entry_rulebooks.jsonl,file,PROTECTED_RULE_POOL_ARTIFACT,KEEP,3991,3.90KiB,1,2026-06-14T21:29:18.041045+00:00,25.684,False,,0,none in active import/literal graph,False,,,absolute preservation: original/derived rule-pool artifact,rulebook/survivor/catalog/index artifact; deletion candidate exclusion
exp_add_buy_disable_smoke_20260615/exit_trades.jsonl,file,PROTECTED_ARTIFACT,KEEP,39565,38.64KiB,1,2026-06-14T21:29:27.826028+00:00,25.684,False,,0,none in active import/literal graph,False,,,absolute preservation: exit_trades.jsonl,absolute preservation: exit_trades.jsonl
exp_add_buy_disable_smoke_20260615/final_rulebooks.jsonl,file,PROTECTED_RULE_POOL_ARTIFACT,KEEP,5501,5.37KiB,1,2026-06-14T21:29:23.300036+00:00,25.684,False,,0,none in active import/literal graph,False,,,absolute preservation: original/derived rule-pool artifact,rulebook/survivor/catalog/index artifact; deletion candidate exclusion
exp_add_buy_disable_smoke_20260615/stage3_profile_catalog.jsonl,file,PROTECTED_RULE_POOL_ARTIFACT,KEEP,9077,8.86KiB,1,2026-06-14T21:29:27.833028+00:00,25.684,False,,0,none in active import/literal graph,False,,,absolute preservation: original/derived rule-pool artifact,rulebook/survivor/catalog/index artifact; deletion candidate exclusion
exp_add_buy_disable_smoke_20260615/validation_results.jsonl,file,PROTECTED_RULE_POOL_ARTIFACT,KEEP,8960,8.75KiB,1,2026-06-14T21:29:27.833028+00:00,25.684,False,,0,none in active import/literal graph,False,,,absolute preservation: original/derived rule-pool artifact,rulebook/survivor/catalog/index artifact; deletion candidate exclusion
exp_batch_CE_materials_retrain_20260708/tickers/CE/stage2/rulebooks_all.jsonl,file,PROTECTED_RULE_POOL_ARTIFACT,KEEP,1053001,1.00MiB,1,2026-07-08T23:02:50.360619+00:00,1.619,False,,0,none in active import/literal graph,True,2026-07-09T01:19:05+00:00,e5dc844,absolute preservation: original/derived rule-pool artifact,rulebook/survivor/catalog/index artifact; deletion candidate exclusion
exp_batch_CE_materials_retrain_20260708/tickers/CE/stage2/survivors.jsonl,file,PROTECTED_RULE_POOL_ARTIFACT,KEEP,0,0.00B,1,2026-07-08T23:03:31.839545+00:00,1.619,False,,0,none in active import/literal graph,True,2026-07-09T01:19:05+00:00,e5dc844,absolute preservation: original/derived rule-pool artifact,rulebook/survivor/catalog/index artifact; deletion candidate exclusion
exp_batch_CE_materials_retrain_20260708/tickers/CE/stage3/entry_rulebooks.jsonl,file,PROTECTED_RULE_POOL_ARTIFACT,KEEP,77986,76.16KiB,1,2026-07-08T23:31:45.041514+00:00,1.599,False,,0,none in active import/literal graph,True,2026-07-09T01:19:05+00:00,e5dc844,absolute preservation: original/derived rule-pool artifact,rulebook/survivor/catalog/index artifact; deletion candidate exclusion
exp_batch_CE_materials_retrain_20260708/tickers/CE/stage3/exit_trades.jsonl,file,PROTECTED_ARTIFACT,KEEP,3784651,3.61MiB,1,2026-07-09T01:19:01.633996+00:00,1.525,False,,0,none in active import/literal graph,True,2026-07-09T01:19:05+00:00,e5dc844,absolute preservation: exit_trades.jsonl,absolute preservation: exit_trades.jsonl
exp_batch_CE_materials_retrain_20260708/tickers/CE/stage3/final_rulebooks.jsonl,file,PROTECTED_RULE_POOL_ARTIFACT,KEEP,322994,315.42KiB,1,2026-07-09T01:18:31.646049+00:00,1.525,False,,0,none in active import/literal graph,True,2026-07-09T01:19:05+00:00,e5dc844,absolute preservation: original/derived rule-pool artifact,rulebook/survivor/catalog/index artifact; deletion candidate exclusion
exp_batch_CE_materials_retrain_20260708/tickers/CE/stage3/stage3_profile_catalog.jsonl,file,PROTECTED_RULE_POOL_ARTIFACT,KEEP,0,0.00B,1,2026-07-09T01:19:02.095995+00:00,1.525,False,,0,none in active import/literal graph,True,2026-07-09T01:19:05+00:00,e5dc844,absolute preservation: original/derived rule-pool artifact,rulebook/survivor/catalog/index artifact; deletion candidate exclusion
exp_batch_CE_materials_retrain_20260708/tickers/CE/stage3/validation_results.jsonl,file,PROTECTED_RULE_POOL_ARTIFACT,KEEP,504781,492.95KiB,1,2026-07-09T01:19:02.095995+00:00,1.525,False,,0,none in active import/literal graph,True,2026-07-09T01:19:05+00:00,e5dc844,absolute preservation: original/derived rule-pool artifact,rulebook/survivor/catalog/index artifact; deletion candidate exclusion
exp_batch_CE_multifeature_20260708/tickers/CE/stage2/rulebooks_all.jsonl,file,PROTECTED_RULE_POOL_ARTIFACT,KEEP,1151309,1.10MiB,1,2026-07-08T23:36:28.260007+00:00,1.596,False,,0,none in active import/literal graph,True,2026-07-09T03:27:36+00:00,6997107,absolute preservation: original/derived rule-pool artifact,rulebook/survivor/catalog/index artifact; deletion candidate exclusion
exp_batch_CE_multifeature_20260708/tickers/CE/stage2/survivors.jsonl,file,PROTECTED_RULE_POOL_ARTIFACT,KEEP,0,0.00B,1,2026-07-08T23:37:33.283890+00:00,1.595,False,,0,none in active import/literal graph,True,2026-07-09T03:27:36+00:00,6997107,absolute preservation: original/derived rule-pool artifact,rulebook/survivor/catalog/index artifact; deletion candidate exclusion
exp_batch_CE_multifeature_20260708/tickers/CE/stage3/entry_rulebooks.jsonl,file,PROTECTED_RULE_POOL_ARTIFACT,KEEP,84863,82.87KiB,1,2026-07-09T00:31:32.704092+00:00,1.558,False,,0,none in active import/literal graph,True,2026-07-09T03:27:36+00:00,6997107,absolute preservation: original/derived rule-pool artifact,rulebook/survivor/catalog/index artifact; deletion candidate exclusion
exp_batch_CE_multifeature_20260708/tickers/CE/stage3/exit_trades.jsonl,file,PROTECTED_ARTIFACT,KEEP,3848589,3.67MiB,1,2026-07-09T03:27:31.720187+00:00,1.435,False,,0,none in active import/literal graph,True,2026-07-09T03:27:36+00:00,6997107,absolute preservation: exit_trades.jsonl,absolute preservation: exit_trades.jsonl
exp_batch_CE_multifeature_20260708/tickers/CE/stage3/final_rulebooks.jsonl,file,PROTECTED_RULE_POOL_ARTIFACT,KEEP,342738,334.71KiB,1,2026-07-09T03:26:46.431268+00:00,1.436,False,,0,none in active import/literal graph,True,2026-07-09T03:27:36+00:00,6997107,absolute preservation: original/derived rule-pool artifact,rulebook/survivor/catalog/index artifact; deletion candidate exclusion
exp_batch_CE_multifeature_20260708/tickers/CE/stage3/stage3_profile_catalog.jsonl,file,PROTECTED_RULE_POOL_ARTIFACT,KEEP,0,0.00B,1,2026-07-09T03:27:32.295186+00:00,1.435,False,,0,none in active import/literal graph,True,2026-07-09T03:27:36+00:00,6997107,absolute preservation: original/derived rule-pool artifact,rulebook/survivor/catalog/index artifact; deletion candidate exclusion
exp_batch_CE_multifeature_20260708/tickers/CE/stage3/validation_results.jsonl,file,PROTECTED_RULE_POOL_ARTIFACT,KEEP,524030,511.75KiB,1,2026-07-09T03:27:32.295186+00:00,1.435,False,,0,none in active import/literal graph,True,2026-07-09T03:27:36+00:00,6997107,absolute preservation: original/derived rule-pool artifact,rulebook/survivor/catalog/index artifact; deletion candidate exclusion
exp_batch_stage123_2009_20260616_full,directory,MIXED_DIRECTORY_WITH_PROTECTED_ARTIFACTS,KEEP,80814346141,75.26GiB,30294,2026-07-08T17:08:40.097696+00:00,1.865,True,engine/live/central_control.py;engine/live/elite_pullback_forecast.py;engine/live/elite_shadow_report.py;scripts/export_real_dashboard_buy_candidates.py;scripts/research/build_stage3_live_pool.py,5,engine/live/central_control.py;engine/live/elite_pullback_forecast.py;engine/live/elite_shadow_report.py;scripts/export_real_dashboard_buy_candidates.py;scripts/research/build_stage3_live_pool.py,False,,,exp_batch_stage123_2009_20260616_full/central_index.jsonl;exp_batch_stage123_2009_20260616_full/batch_index.jsonl;exp_batch_stage123_2009_20260616_full/batch_summary.json;exp_batch_stage123_2009_20260616_full/notification_events.jsonl;exp_batch_stage123_2009_20260616_full/tickers/IBM/stage2/run.log,"contains 30294 protected artifacts; directory deletion prohibited; top_suffixes={'.jsonl': 10011, '.json': 9226, '.csv': 5991, '.log': 4551, '.md': 515}"
exp_batch_stage123_2009_20260616_smoke10/tickers/A/stage2/rulebooks_all.jsonl,file,PROTECTED_RULE_POOL_ARTIFACT,KEEP,1046493,1021.97KiB,1,2026-06-16T16:56:57.441892+00:00,23.873,False,,0,none in active import/literal graph,False,,,absolute preservation: original/derived rule-pool artifact,rulebook/survivor/catalog/index artifact; deletion candidate exclusion
exp_batch_stage123_2009_20260616_smoke10/tickers/A/stage2/survivors.jsonl,file,PROTECTED_RULE_POOL_ARTIFACT,KEEP,0,0.00B,1,2026-06-16T16:58:00.753779+00:00,23.873,False,,0,none in active import/literal graph,False,,,absolute preservation: original/derived rule-pool artifact,rulebook/survivor/catalog/index artifact; deletion candidate exclusion
exp_batch_stage23_smoke_3/tickers/CRWD/stage2/rulebooks_all.jsonl,file,PROTECTED_RULE_POOL_ARTIFACT,KEEP,1054949,1.01MiB,1,2026-06-15T20:50:25.142545+00:00,24.711,False,,0,none in active import/literal graph,False,,,absolute preservation: original/derived rule-pool artifact,rulebook/survivor/catalog/index artifact; deletion candidate exclusion
exp_batch_stage23_smoke_3/tickers/CRWD/stage2/survivors.jsonl,file,PROTECTED_RULE_POOL_ARTIFACT,KEEP,0,0.00B,1,2026-06-15T20:51:12.227461+00:00,24.711,False,,0,none in active import/literal graph,False,,,absolute preservation: original/derived rule-pool artifact,rulebook/survivor/catalog/index artifact; deletion candidate exclusion
exp_batch_stage23_smoke_3/tickers/CW/stage2/rulebooks_all.jsonl,file,PROTECTED_RULE_POOL_ARTIFACT,KEEP,1057749,1.01MiB,1,2026-06-15T20:28:02.984944+00:00,24.727,False,,0,none in active import/literal graph,False,,,absolute preservation: original/derived rule-pool artifact,rulebook/survivor/catalog/index artifact; deletion candidate exclusion
exp_batch_stage23_smoke_3/tickers/CW/stage2/survivors.jsonl,file,PROTECTED_RULE_POOL_ARTIFACT,KEEP,54983,53.69KiB,1,2026-06-15T20:28:49.006862+00:00,24.726,False,,0,none in active import/literal graph,False,,,absolute preservation: original/derived rule-pool artifact,rulebook/survivor/catalog/index artifact; deletion candidate exclusion
exp_batch_stage23_smoke_3/tickers/WELL/stage2/rulebooks_all.jsonl,file,PROTECTED_RULE_POOL_ARTIFACT,KEEP,1055007,1.01MiB,1,2026-06-15T21:06:57.763769+00:00,24.7,False,,0,none in active import/literal graph,False,,,absolute preservation: original/derived rule-pool artifact,rulebook/survivor/catalog/index artifact; deletion candidate exclusion
exp_batch_stage23_smoke_3/tickers/WELL/stage2/survivors.jsonl,file,PROTECTED_RULE_POOL_ARTIFACT,KEEP,24532,23.96KiB,1,2026-06-15T21:07:55.369666+00:00,24.699,False,,0,none in active import/literal graph,False,,,absolute preservation: original/derived rule-pool artifact,rulebook/survivor/catalog/index artifact; deletion candidate exclusion
exp_batch_stage23_smoke_3tickers/tickers/CRWD/stage2_retry2/rulebooks_all.jsonl,file,PROTECTED_RULE_POOL_ARTIFACT,KEEP,1054949,1.01MiB,1,2026-06-15T23:00:09.695605+00:00,24.621,False,,0,none in active import/literal graph,False,,,absolute preservation: original/derived rule-pool artifact,rulebook/survivor/catalog/index artifact; deletion candidate exclusion
exp_batch_stage23_smoke_3tickers/tickers/CRWD/stage2_retry2/survivors.jsonl,file,PROTECTED_RULE_POOL_ARTIFACT,KEEP,0,0.00B,1,2026-06-15T23:00:59.542516+00:00,24.621,False,,0,none in active import/literal graph,False,,,absolute preservation: original/derived rule-pool artifact,rulebook/survivor/catalog/index artifact; deletion candidate exclusion
exp_batch_stage23_smoke_3tickers/tickers/CW/stage2/rulebooks_all.jsonl,file,PROTECTED_RULE_POOL_ARTIFACT,KEEP,1057749,1.01MiB,1,2026-06-15T22:09:43.547025+00:00,24.656,False,,0,none in active import/literal graph,False,,,absolute preservation: original/derived rule-pool artifact,rulebook/survivor/catalog/index artifact; deletion candidate exclusion
